Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,2010,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.3
India,IND,2016,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,9.4
India,IND,2010,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,7.1
India,IND,2016,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.4
India,IND,2015,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.2
India,IND,2014,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.1
India,IND,2013,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.2
India,IND,2012,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.3
India,IND,2011,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.5
India,IND,2010,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.7
India,IND,2009,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,52
India,IND,2008,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,52.4
India,IND,2007,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,52.7
India,IND,2006,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53
India,IND,2005,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.2
India,IND,2004,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.3
India,IND,2003,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.3
India,IND,2002,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.3
India,IND,2001,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.3
India,IND,2000,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.3
India,IND,1999,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.4
India,IND,1998,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.5
India,IND,1997,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.6
India,IND,1996,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,53.8
India,IND,1995,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,54
India,IND,1994,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,54.3
India,IND,1993,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,54.5
India,IND,1992,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,54.8
India,IND,1991,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,55.1
India,IND,1990,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,55.4
India,IND,2016,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,57.3
India,IND,2015,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,57.6
India,IND,2014,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,58
India,IND,2013,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,58.5
India,IND,2012,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,59.1
India,IND,2011,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,59.7
India,IND,2010,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,60.4
India,IND,2009,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,61
India,IND,2008,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,61.8
India,IND,2007,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,62.7
India,IND,2006,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,63.6
India,IND,2005,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,64.5
India,IND,2004,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,65.4
India,IND,2003,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,66.1
India,IND,2002,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,67
India,IND,2001,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,67.9
India,IND,2000,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,68.8
India,IND,1999,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,69.8
India,IND,1998,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,70.8
India,IND,1997,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,71.7
India,IND,1996,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,72.6
India,IND,1995,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,73.5
India,IND,1994,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,74.3
India,IND,1993,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,75.1
India,IND,1992,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,75.8
India,IND,1991,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,76.4
India,IND,1990,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,77.1
India,IND,2016,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.5
India,IND,2015,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.3
India,IND,2014,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.2
India,IND,2013,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.2
India,IND,2012,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.3
India,IND,2011,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.5
India,IND,2010,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,51.7
India,IND,2009,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,52
India,IND,2008,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,52.4
India,IND,2007,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,52.7
India,IND,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53
India,IND,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.3
India,IND,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.3
India,IND,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.3
India,IND,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.3
India,IND,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.3
India,IND,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.3
India,IND,1999,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.4
India,IND,1998,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.5
India,IND,1997,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.7
India,IND,1996,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,53.9
India,IND,1995,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,54.1
India,IND,1994,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,54.3
India,IND,1993,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,54.6
India,IND,1992,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,54.9
India,IND,1991,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,55.2
India,IND,1990,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,55.6
India,IND,2006,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,5.6
India,IND,2006,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,14.6
India,IND,2018,Number of deaths ages 5-14 years,SH.DTH.0514,142676
India,IND,2015,Number of deaths ages 5-14 years,SH.DTH.0514,169722
India,IND,2010,Number of deaths ages 5-14 years,SH.DTH.0514,228843
India,IND,2000,Number of deaths ages 5-14 years,SH.DTH.0514,357413
India,IND,1990,Number of deaths ages 5-14 years,SH.DTH.0514,447108
India,IND,2016,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,26
India,IND,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,27
India,IND,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,33
India,IND,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,43.8
India,IND,2018,Number of infant deaths,SH.DTH.IMRT,720530
India,IND,2017,Number of infant deaths,SH.DTH.IMRT,759544
India,IND,2016,Number of infant deaths,SH.DTH.IMRT,803751
India,IND,2015,Number of infant deaths,SH.DTH.IMRT,852225
India,IND,2014,Number of infant deaths,SH.DTH.IMRT,906429
India,IND,2013,Number of infant deaths,SH.DTH.IMRT,966160
India,IND,2012,Number of infant deaths,SH.DTH.IMRT,1031595
India,IND,2011,Number of infant deaths,SH.DTH.IMRT,1101251
India,IND,2010,Number of infant deaths,SH.DTH.IMRT,1174810
India,IND,2009,Number of infant deaths,SH.DTH.IMRT,1249875
India,IND,2008,Number of infant deaths,SH.DTH.IMRT,1324055
India,IND,2007,Number of infant deaths,SH.DTH.IMRT,1395431
India,IND,2006,Number of infant deaths,SH.DTH.IMRT,1463551
India,IND,2005,Number of infant deaths,SH.DTH.IMRT,1528625
India,IND,2004,Number of infant deaths,SH.DTH.IMRT,1591019
India,IND,2003,Number of infant deaths,SH.DTH.IMRT,1652457
India,IND,2002,Number of infant deaths,SH.DTH.IMRT,1713687
India,IND,2001,Number of infant deaths,SH.DTH.IMRT,1775576
India,IND,2000,Number of infant deaths,SH.DTH.IMRT,1837813
India,IND,1999,Number of infant deaths,SH.DTH.IMRT,1898997
India,IND,1998,Number of infant deaths,SH.DTH.IMRT,1959757
India,IND,1997,Number of infant deaths,SH.DTH.IMRT,2019423
India,IND,1996,Number of infant deaths,SH.DTH.IMRT,2076531
India,IND,1995,Number of infant deaths,SH.DTH.IMRT,2132325
India,IND,1994,Number of infant deaths,SH.DTH.IMRT,2185798
India,IND,1993,Number of infant deaths,SH.DTH.IMRT,2238070
India,IND,1992,Number of infant deaths,SH.DTH.IMRT,2290103
India,IND,1991,Number of infant deaths,SH.DTH.IMRT,2343669
India,IND,1990,Number of infant deaths,SH.DTH.IMRT,2399206
India,IND,1989,Number of infant deaths,SH.DTH.IMRT,2456904
India,IND,1988,Number of infant deaths,SH.DTH.IMRT,2514575
India,IND,1987,Number of infant deaths,SH.DTH.IMRT,2570301
India,IND,1986,Number of infant deaths,SH.DTH.IMRT,2622092
India,IND,1985,Number of infant deaths,SH.DTH.IMRT,2666392
India,IND,1984,Number of infant deaths,SH.DTH.IMRT,2704092
India,IND,1983,Number of infant deaths,SH.DTH.IMRT,2737380
India,IND,1982,Number of infant deaths,SH.DTH.IMRT,2768034
India,IND,1981,Number of infant deaths,SH.DTH.IMRT,2796906
India,IND,1980,Number of infant deaths,SH.DTH.IMRT,2827003
India,IND,1979,Number of infant deaths,SH.DTH.IMRT,2858009
India,IND,1978,Number of infant deaths,SH.DTH.IMRT,2889611
India,IND,1977,Number of infant deaths,SH.DTH.IMRT,2923211
India,IND,1976,Number of infant deaths,SH.DTH.IMRT,2954651
India,IND,1975,Number of infant deaths,SH.DTH.IMRT,2982283
India,IND,1974,Number of infant deaths,SH.DTH.IMRT,3002539
India,IND,1973,Number of infant deaths,SH.DTH.IMRT,3016248
India,IND,1972,Number of infant deaths,SH.DTH.IMRT,3022277
India,IND,1971,Number of infant deaths,SH.DTH.IMRT,3022337
India,IND,1970,Number of infant deaths,SH.DTH.IMRT,3016284
India,IND,1969,Number of infant deaths,SH.DTH.IMRT,3007247
India,IND,1968,Number of infant deaths,SH.DTH.IMRT,2997374
India,IND,1967,Number of infant deaths,SH.DTH.IMRT,2987342
India,IND,1966,Number of infant deaths,SH.DTH.IMRT,2977411
India,IND,1965,Number of infant deaths,SH.DTH.IMRT,2970934
India,IND,1964,Number of infant deaths,SH.DTH.IMRT,2965868
India,IND,1963,Number of infant deaths,SH.DTH.IMRT,2960881
India,IND,1962,Number of infant deaths,SH.DTH.IMRT,2957674
India,IND,1961,Number of infant deaths,SH.DTH.IMRT,2956068
India,IND,1960,Number of infant deaths,SH.DTH.IMRT,2956874
India,IND,2016,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.3
India,IND,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.3
India,IND,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.1
India,IND,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.1
India,IND,2018,Number of under-five deaths,SH.DTH.MORT,881995
India,IND,2017,Number of under-five deaths,SH.DTH.MORT,936338
India,IND,2016,Number of under-five deaths,SH.DTH.MORT,998882
India,IND,2015,Number of under-five deaths,SH.DTH.MORT,1067978
India,IND,2014,Number of under-five deaths,SH.DTH.MORT,1145438
India,IND,2013,Number of under-five deaths,SH.DTH.MORT,1230858
India,IND,2012,Number of under-five deaths,SH.DTH.MORT,1324170
India,IND,2011,Number of under-five deaths,SH.DTH.MORT,1423263
India,IND,2010,Number of under-five deaths,SH.DTH.MORT,1527782
India,IND,2009,Number of under-five deaths,SH.DTH.MORT,1634632
India,IND,2008,Number of under-five deaths,SH.DTH.MORT,1741587
India,IND,2007,Number of under-five deaths,SH.DTH.MORT,1846257
India,IND,2006,Number of under-five deaths,SH.DTH.MORT,1947828
India,IND,2005,Number of under-five deaths,SH.DTH.MORT,2046958
India,IND,2004,Number of under-five deaths,SH.DTH.MORT,2143107
India,IND,2003,Number of under-five deaths,SH.DTH.MORT,2238531
India,IND,2002,Number of under-five deaths,SH.DTH.MORT,2333815
India,IND,2001,Number of under-five deaths,SH.DTH.MORT,2430051
India,IND,2000,Number of under-five deaths,SH.DTH.MORT,2527588
India,IND,1999,Number of under-five deaths,SH.DTH.MORT,2624480
India,IND,1998,Number of under-five deaths,SH.DTH.MORT,2720639
India,IND,1997,Number of under-five deaths,SH.DTH.MORT,2814922
India,IND,1996,Number of under-five deaths,SH.DTH.MORT,2905908
India,IND,1995,Number of under-five deaths,SH.DTH.MORT,2995365
India,IND,1994,Number of under-five deaths,SH.DTH.MORT,3080931
India,IND,1993,Number of under-five deaths,SH.DTH.MORT,3164274
India,IND,1992,Number of under-five deaths,SH.DTH.MORT,3246644
India,IND,1991,Number of under-five deaths,SH.DTH.MORT,3330847
India,IND,1990,Number of under-five deaths,SH.DTH.MORT,3417477
India,IND,1989,Number of under-five deaths,SH.DTH.MORT,3507215
India,IND,1988,Number of under-five deaths,SH.DTH.MORT,3596402
India,IND,1987,Number of under-five deaths,SH.DTH.MORT,3681528
India,IND,1986,Number of under-five deaths,SH.DTH.MORT,3759887
India,IND,1985,Number of under-five deaths,SH.DTH.MORT,3827857
India,IND,1984,Number of under-five deaths,SH.DTH.MORT,3887091
India,IND,1983,Number of under-five deaths,SH.DTH.MORT,3941518
India,IND,1982,Number of under-five deaths,SH.DTH.MORT,3994351
India,IND,1981,Number of under-five deaths,SH.DTH.MORT,4047566
India,IND,1980,Number of under-five deaths,SH.DTH.MORT,4105689
India,IND,1979,Number of under-five deaths,SH.DTH.MORT,4167658
India,IND,1978,Number of under-five deaths,SH.DTH.MORT,4230488
India,IND,1977,Number of under-five deaths,SH.DTH.MORT,4291943
India,IND,1976,Number of under-five deaths,SH.DTH.MORT,4349220
India,IND,1975,Number of under-five deaths,SH.DTH.MORT,4399282
India,IND,1974,Number of under-five deaths,SH.DTH.MORT,4436738
India,IND,1973,Number of under-five deaths,SH.DTH.MORT,4463679
India,IND,1972,Number of under-five deaths,SH.DTH.MORT,4478865
India,IND,1971,Number of under-five deaths,SH.DTH.MORT,4485309
India,IND,1970,Number of under-five deaths,SH.DTH.MORT,4482426
India,IND,1969,Number of under-five deaths,SH.DTH.MORT,4474970
India,IND,1968,Number of under-five deaths,SH.DTH.MORT,4465848
India,IND,1967,Number of under-five deaths,SH.DTH.MORT,4455621
India,IND,1966,Number of under-five deaths,SH.DTH.MORT,4444501
India,IND,1965,Number of under-five deaths,SH.DTH.MORT,4435235
India,IND,1964,Number of under-five deaths,SH.DTH.MORT,4427342
India,IND,1963,Number of under-five deaths,SH.DTH.MORT,4419232
India,IND,1962,Number of under-five deaths,SH.DTH.MORT,4413953
India,IND,1961,Number of under-five deaths,SH.DTH.MORT,4411442
India,IND,1960,Number of under-five deaths,SH.DTH.MORT,4413197
India,IND,2016,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,62.7
India,IND,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,61.7
India,IND,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,55.9
India,IND,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,46.1
India,IND,2018,Number of neonatal deaths,SH.DTH.NMRT,549227
India,IND,2017,Number of neonatal deaths,SH.DTH.NMRT,574611
India,IND,2016,Number of neonatal deaths,SH.DTH.NMRT,602279
India,IND,2015,Number of neonatal deaths,SH.DTH.NMRT,632689
India,IND,2014,Number of neonatal deaths,SH.DTH.NMRT,665563
India,IND,2013,Number of neonatal deaths,SH.DTH.NMRT,702444
India,IND,2012,Number of neonatal deaths,SH.DTH.NMRT,742530
India,IND,2011,Number of neonatal deaths,SH.DTH.NMRT,785672
India,IND,2010,Number of neonatal deaths,SH.DTH.NMRT,830397
India,IND,2009,Number of neonatal deaths,SH.DTH.NMRT,876272
India,IND,2008,Number of neonatal deaths,SH.DTH.NMRT,921398
India,IND,2007,Number of neonatal deaths,SH.DTH.NMRT,965814
India,IND,2006,Number of neonatal deaths,SH.DTH.NMRT,1008365
India,IND,2005,Number of neonatal deaths,SH.DTH.NMRT,1049521
India,IND,2004,Number of neonatal deaths,SH.DTH.NMRT,1090065
India,IND,2003,Number of neonatal deaths,SH.DTH.NMRT,1131366
India,IND,2002,Number of neonatal deaths,SH.DTH.NMRT,1172745
India,IND,2001,Number of neonatal deaths,SH.DTH.NMRT,1214413
India,IND,2000,Number of neonatal deaths,SH.DTH.NMRT,1254264
India,IND,1999,Number of neonatal deaths,SH.DTH.NMRT,1292168
India,IND,1998,Number of neonatal deaths,SH.DTH.NMRT,1328267
India,IND,1997,Number of neonatal deaths,SH.DTH.NMRT,1363426
India,IND,1996,Number of neonatal deaths,SH.DTH.NMRT,1395618
India,IND,1995,Number of neonatal deaths,SH.DTH.NMRT,1425290
India,IND,1994,Number of neonatal deaths,SH.DTH.NMRT,1453821
India,IND,1993,Number of neonatal deaths,SH.DTH.NMRT,1483087
India,IND,1992,Number of neonatal deaths,SH.DTH.NMRT,1513517
India,IND,1991,Number of neonatal deaths,SH.DTH.NMRT,1545511
India,IND,1990,Number of neonatal deaths,SH.DTH.NMRT,1577958
India,IND,1989,Number of neonatal deaths,SH.DTH.NMRT,1611296
India,IND,1988,Number of neonatal deaths,SH.DTH.NMRT,1645155
India,IND,1987,Number of neonatal deaths,SH.DTH.NMRT,1679188
India,IND,1986,Number of neonatal deaths,SH.DTH.NMRT,1712139
India,IND,1985,Number of neonatal deaths,SH.DTH.NMRT,1740552
India,IND,1984,Number of neonatal deaths,SH.DTH.NMRT,1764851
India,IND,1983,Number of neonatal deaths,SH.DTH.NMRT,1785944
India,IND,1982,Number of neonatal deaths,SH.DTH.NMRT,1803040
India,IND,1981,Number of neonatal deaths,SH.DTH.NMRT,1817003
India,IND,1980,Number of neonatal deaths,SH.DTH.NMRT,1827197
India,IND,1979,Number of neonatal deaths,SH.DTH.NMRT,1836497
India,IND,1978,Number of neonatal deaths,SH.DTH.NMRT,1846294
India,IND,1977,Number of neonatal deaths,SH.DTH.NMRT,1855952
India,IND,1976,Number of neonatal deaths,SH.DTH.NMRT,1865665
India,IND,1975,Number of neonatal deaths,SH.DTH.NMRT,1871305
India,IND,1974,Number of neonatal deaths,SH.DTH.NMRT,1873588
India,IND,1973,Number of neonatal deaths,SH.DTH.NMRT,1870309
India,IND,1972,Number of neonatal deaths,SH.DTH.NMRT,1862357
India,IND,1971,Number of neonatal deaths,SH.DTH.NMRT,1852401
India,IND,1970,Number of neonatal deaths,SH.DTH.NMRT,1840529
India,IND,2018,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,5.7
India,IND,2015,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,6.7
India,IND,2010,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,9
India,IND,2000,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,14.8
India,IND,1990,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,20.7
India,IND,2018,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,36.6
India,IND,2017,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,38.7
India,IND,2016,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,41.1
India,IND,2015,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,43.6
India,IND,2014,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,46.3
India,IND,2013,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,49.1
India,IND,2012,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,52.1
India,IND,2011,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,55.1
India,IND,2010,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,58.2
India,IND,2009,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,61.4
India,IND,2008,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,64.6
India,IND,2007,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,67.9
India,IND,2006,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,71.1
India,IND,2005,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,74.4
India,IND,2004,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,77.7
India,IND,2003,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,81.1
India,IND,2002,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,84.5
India,IND,2001,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,88
India,IND,2000,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,91.6
India,IND,1999,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,95.2
India,IND,1998,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.8
India,IND,1997,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,102.4
India,IND,1996,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,106
India,IND,1995,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109.4
India,IND,1994,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,112.8
India,IND,1993,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,116
India,IND,1992,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,119.3
India,IND,1991,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,122.6
India,IND,1990,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,126.2
India,IND,1989,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,129.9
India,IND,1988,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,133.8
India,IND,1987,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,137.8
India,IND,1986,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,141.8
India,IND,1985,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,145.7
India,IND,1984,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,149.7
India,IND,1983,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,153.9
India,IND,1982,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,158.3
