ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
IND,Gujarat,2332877,Antenatal care provider: Doctor,42.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_DOC,83363010,I,413027,1413270,Region,Gujarat,14000,Three years preceding the survey,0,0,RHANCPWDOC,IADHS1993413027,1992-93,DHS,1460,1271,,
IND,Maharashtra,3028268,Antenatal care provider: Doctor,63.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_DOC,83363010,I,413028,1413280,Region,Maharashtra,14000,Three years preceding the survey,0,0,RHANCPWDOC,IADHS1993413028,1992-93,DHS,2755,1337,,
IND,Andhra Pradesh including Telangana,3912321,Antenatal care provider: Doctor,63.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_DOC,83363010,I,413029,1413290,Region,Andhra Pradesh including Telangana,14000,Three years preceding the survey,0,0,RHANCPWDOC,IADHS1993413029,1992-93,DHS,2070,1244,,
IND,Karnataka,3543024,Antenatal care provider: Doctor,61.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_DOC,83363010,I,413030,1413300,Region,Karnataka,14000,Three years preceding the survey,0,0,RHANCPWDOC,IADHS1993413030,1992-93,DHS,1598,1472,,
IND,Kerala,2335552,Antenatal care provider: Doctor,96.8,1,IA,India,1993,IA1993DHS,RH_ANCP_W_DOC,83363010,I,413031,1413310,Region,Kerala,14000,Three years preceding the survey,0,0,RHANCPWDOC,IADHS1993413031,1992-93,DHS,777,1097,,
IND,Tamil Nadu,3531280,Antenatal care provider: Doctor,71.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_DOC,83363010,I,413032,1413320,Region,Tamil Nadu,14000,Three years preceding the survey,0,0,RHANCPWDOC,IADHS1993413032,1992-93,DHS,1674,1120,,
IND,New Delhi,659247,Antenatal care provider: Nurse/midwife,6.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413000,1413000,Region,New Delhi,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413000,1992-93,DHS,368,1221,,
IND,Haryana,3921288,Antenatal care provider: Nurse/midwife,37.9,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413001,1413010,Region,Haryana,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413001,1992-93,DHS,736,1164,,
IND,Himachal Pradesh,3048389,Antenatal care provider: Nurse/midwife,40.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413002,1413020,Region,Himachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413002,1992-93,DHS,184,935,,
IND,Jammu region of Jammu & Kashmir,644689,Antenatal care provider: Nurse/midwife,29.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413004,1413040,Region,..Jammu region of Jammu & Kashmir,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413004,1992-93,DHS,140,983,,
IND,Punjab,2332871,Antenatal care provider: Nurse/midwife,49.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413005,1413050,Region,Punjab,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413005,1992-93,DHS,702,973,,
IND,Rajasthan,3379205,Antenatal care provider: Nurse/midwife,7.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413006,1413060,Region,Rajasthan,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413006,1992-93,DHS,1738,1913,,
IND,"Madhya Pradesh, inc Chhattisgarh",3155041,Antenatal care provider: Nurse/midwife,9.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413007,1413070,Region,"Madhya Pradesh, inc Chhattisgarh",14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413007,1992-93,DHS,2820,2500,,
IND,"Uttar Pradesh, inc Uttarakhand",2334000,Antenatal care provider: Nurse/midwife,9.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413010,1413100,Region,"Uttar Pradesh, inc Uttarakhand",14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413010,1992-93,DHS,6919,5159,,
IND,"Bihar, inc Jharkhand",2337676,Antenatal care provider: Nurse/midwife,4.9,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413013,1413130,Region,"Bihar, inc Jharkhand",14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413013,1992-93,DHS,3683,2358,,
IND,Odisha,3744841,Antenatal care provider: Nurse/midwife,4.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413016,1413160,Region,Odisha,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413016,1992-93,DHS,1173,1463,,
IND,West Bengal,2334003,Antenatal care provider: Nurse/midwife,5.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413017,1413170,Region,West Bengal,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413017,1992-93,DHS,2400,1483,,
IND,Arunachal Pradesh,759857,Antenatal care provider: Nurse/midwife,1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413018,1413180,Region,Arunachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413018,1992-93,DHS,44,411,,
IND,Assam,659273,Antenatal care provider: Nurse/midwife,10,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413019,1413190,Region,Assam,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413019,1992-93,DHS,998,1166,,
IND,Manipur,3918562,Antenatal care provider: Nurse/midwife,1.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413020,1413200,Region,Manipur,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413020,1992-93,DHS,78,378,,
IND,Meghalaya,3584142,Antenatal care provider: Nurse/midwife,4.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413021,1413210,Region,Meghalaya,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413021,1992-93,DHS,75,442,,
IND,Mizoram,2331315,Antenatal care provider: Nurse/midwife,37,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413022,1413220,Region,Mizoram,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413022,1992-93,DHS,21,292,,
IND,Nagaland,644692,Antenatal care provider: Nurse/midwife,5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413023,1413230,Region,Nagaland,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413023,1992-93,DHS,49,420,,
IND,Tripura,3395603,Antenatal care provider: Nurse/midwife,3.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413025,1413250,Region,Tripura,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413025,1992-93,DHS,99,365,,
IND,Goa,3082564,Antenatal care provider: Nurse/midwife,1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413026,1413260,Region,Goa,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413026,1992-93,DHS,30,774,,
IND,Gujarat,2332886,Antenatal care provider: Nurse/midwife,10,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413027,1413270,Region,Gujarat,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413027,1992-93,DHS,1460,1271,,
IND,Maharashtra,3028271,Antenatal care provider: Nurse/midwife,8.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413028,1413280,Region,Maharashtra,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413028,1992-93,DHS,2755,1337,,
IND,Andhra Pradesh including Telangana,3912324,Antenatal care provider: Nurse/midwife,3.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413029,1413290,Region,Andhra Pradesh including Telangana,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413029,1992-93,DHS,2070,1244,,
IND,Karnataka,3543027,Antenatal care provider: Nurse/midwife,5.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413030,1413300,Region,Karnataka,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413030,1992-93,DHS,1598,1472,,
IND,Kerala,2335562,Antenatal care provider: Nurse/midwife,0.9,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413031,1413310,Region,Kerala,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413031,1992-93,DHS,777,1097,,
IND,Tamil Nadu,3531284,Antenatal care provider: Nurse/midwife,7.1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413032,1413320,Region,Tamil Nadu,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413032,1992-93,DHS,1674,1120,,
IND,New Delhi,659240,Antenatal care provider: Community health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413000,1413000,Region,New Delhi,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413000,1992-93,DHS,368,1221,,
IND,Haryana,3921280,Antenatal care provider: Community health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413001,1413010,Region,Haryana,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413001,1992-93,DHS,736,1164,,
IND,Himachal Pradesh,3048382,Antenatal care provider: Community health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413002,1413020,Region,Himachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413002,1992-93,DHS,184,935,,
IND,Jammu region of Jammu & Kashmir,644668,Antenatal care provider: Community health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413004,1413040,Region,..Jammu region of Jammu & Kashmir,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413004,1992-93,DHS,140,983,,
IND,Punjab,2332863,Antenatal care provider: Community health worker,0.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413005,1413050,Region,Punjab,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413005,1992-93,DHS,702,973,,
IND,Rajasthan,3379199,Antenatal care provider: Community health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413006,1413060,Region,Rajasthan,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413006,1992-93,DHS,1738,1913,,
IND,"Madhya Pradesh, inc Chhattisgarh",3155033,Antenatal care provider: Community health worker,0.1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413007,1413070,Region,"Madhya Pradesh, inc Chhattisgarh",14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413007,1992-93,DHS,2820,2500,,
IND,"Uttar Pradesh, inc Uttarakhand",2333975,Antenatal care provider: Community health worker,0.1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413010,1413100,Region,"Uttar Pradesh, inc Uttarakhand",14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413010,1992-93,DHS,6919,5159,,
IND,"Bihar, inc Jharkhand",2337665,Antenatal care provider: Community health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413013,1413130,Region,"Bihar, inc Jharkhand",14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413013,1992-93,DHS,3683,2358,,
IND,Odisha,3744834,Antenatal care provider: Community health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413016,1413160,Region,Odisha,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413016,1992-93,DHS,1173,1463,,
IND,West Bengal,2333980,Antenatal care provider: Community health worker,1.8,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413017,1413170,Region,West Bengal,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413017,1992-93,DHS,2400,1483,,
IND,Arunachal Pradesh,759728,Antenatal care provider: Community health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413018,1413180,Region,Arunachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413018,1992-93,DHS,44,411,,
IND,Assam,659254,Antenatal care provider: Community health worker,1.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413019,1413190,Region,Assam,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413019,1992-93,DHS,998,1166,,
IND,Manipur,3918546,Antenatal care provider: Community health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413020,1413200,Region,Manipur,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413020,1992-93,DHS,78,378,,
IND,Meghalaya,3584135,Antenatal care provider: Community health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413021,1413210,Region,Meghalaya,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413021,1992-93,DHS,75,442,,
IND,Mizoram,2331295,Antenatal care provider: Community health worker,5.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413022,1413220,Region,Mizoram,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413022,1992-93,DHS,21,292,,
IND,Nagaland,644676,Antenatal care provider: Community health worker,0.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413023,1413230,Region,Nagaland,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413023,1992-93,DHS,49,420,,
IND,Tripura,3395597,Antenatal care provider: Community health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413025,1413250,Region,Tripura,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413025,1992-93,DHS,99,365,,
IND,Goa,3082562,Antenatal care provider: Community health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413026,1413260,Region,Goa,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413026,1992-93,DHS,30,774,,
IND,Gujarat,2332874,Antenatal care provider: Community health worker,0.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413027,1413270,Region,Gujarat,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413027,1992-93,DHS,1460,1271,,
IND,Maharashtra,3028265,Antenatal care provider: Community health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413028,1413280,Region,Maharashtra,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413028,1992-93,DHS,2755,1337,,
IND,Andhra Pradesh including Telangana,3912328,Antenatal care provider: Community health worker,0.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413029,1413290,Region,Andhra Pradesh including Telangana,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413029,1992-93,DHS,2070,1244,,
IND,Karnataka,3543030,Antenatal care provider: Community health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413030,1413300,Region,Karnataka,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413030,1992-93,DHS,1598,1472,,
IND,Kerala,2335557,Antenatal care provider: Community health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413031,1413310,Region,Kerala,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413031,1992-93,DHS,777,1097,,
IND,Tamil Nadu,3531276,Antenatal care provider: Community health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_CHW,83363040,I,413032,1413320,Region,Tamil Nadu,14000,Three years preceding the survey,0,0,RHANCPWCHW,IADHS1993413032,1992-93,DHS,1674,1120,,
IND,New Delhi,659241,Antenatal care provider: Other health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413000,1413000,Region,New Delhi,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413000,1992-93,DHS,368,1221,,
IND,Haryana,3921281,Antenatal care provider: Other health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413001,1413010,Region,Haryana,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413001,1992-93,DHS,736,1164,,
IND,Himachal Pradesh,3048383,Antenatal care provider: Other health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413002,1413020,Region,Himachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413002,1992-93,DHS,184,935,,
IND,Jammu region of Jammu & Kashmir,644669,Antenatal care provider: Other health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413004,1413040,Region,..Jammu region of Jammu & Kashmir,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413004,1992-93,DHS,140,983,,
IND,Punjab,2332867,Antenatal care provider: Other health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413005,1413050,Region,Punjab,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413005,1992-93,DHS,702,973,,
IND,Rajasthan,3379200,Antenatal care provider: Other health worker,0.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413006,1413060,Region,Rajasthan,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413006,1992-93,DHS,1738,1913,,
IND,"Madhya Pradesh, inc Chhattisgarh",3155034,Antenatal care provider: Other health worker,0.1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413007,1413070,Region,"Madhya Pradesh, inc Chhattisgarh",14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413007,1992-93,DHS,2820,2500,,
IND,"Uttar Pradesh, inc Uttarakhand",2333976,Antenatal care provider: Other health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413010,1413100,Region,"Uttar Pradesh, inc Uttarakhand",14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413010,1992-93,DHS,6919,5159,,
IND,"Bihar, inc Jharkhand",2337667,Antenatal care provider: Other health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413013,1413130,Region,"Bihar, inc Jharkhand",14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413013,1992-93,DHS,3683,2358,,
IND,Odisha,3744835,Antenatal care provider: Other health worker,0.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413016,1413160,Region,Odisha,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413016,1992-93,DHS,1173,1463,,
IND,West Bengal,2333983,Antenatal care provider: Other health worker,0.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413017,1413170,Region,West Bengal,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413017,1992-93,DHS,2400,1483,,
IND,Arunachal Pradesh,759729,Antenatal care provider: Other health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413018,1413180,Region,Arunachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413018,1992-93,DHS,44,411,,
IND,Assam,659255,Antenatal care provider: Other health worker,0.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413019,1413190,Region,Assam,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413019,1992-93,DHS,998,1166,,
IND,Manipur,3918547,Antenatal care provider: Other health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413020,1413200,Region,Manipur,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413020,1992-93,DHS,78,378,,
IND,Meghalaya,3584136,Antenatal care provider: Other health worker,0,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413021,1413210,Region,Meghalaya,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413021,1992-93,DHS,75,442,,
IND,Mizoram,2331299,Antenatal care provider: Other health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413022,1413220,Region,Mizoram,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413022,1992-93,DHS,21,292,,
IND,Nagaland,644678,Antenatal care provider: Other health worker,0.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413023,1413230,Region,Nagaland,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413023,1992-93,DHS,49,420,,
IND,Tripura,3395598,Antenatal care provider: Other health worker,0.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413025,1413250,Region,Tripura,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413025,1992-93,DHS,99,365,,
IND,Goa,3082563,Antenatal care provider: Other health worker,0.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_OHW,83363050,I,413026,1413260,Region,Goa,14000,Three years preceding the survey,0,0,RHANCPWOHW,IADHS1993413026,1992-93,DHS,30,774,,
